name, repeat, time, slow_prob, transf, fvc, depth, inv_depth, rate
orig, 1, 1, 0.900000, elim, 1, 12, 1, 10430.666316
inc, 1, 1, 0.900000, elim, 1, 12, 1, 7835.913334
orig, 1, 1, 0.900000, move, 1, 12, 1, 4968.893326
inc, 1, 1, 0.900000, move, 1, 12, 1, 5057.919497
orig, 1, 1, 1.000000, id, 1, 12, -1, 5027.495341
inc, 1, 1, 1.000000, id, 1, 12, -1, 5753461.407941
einc, 1, 1, 1.000000, id, 1, 12, -1, 369809.602332
orig, 1, 1, 1.000000, add, 1, 12, 1, 5005.147371
inc, 1, 1, 1.000000, add, 1, 12, 1, 51283.454350
orig, 1, 1, 1.000000, elim, 1, 12, 1, 10518.356749
inc, 1, 1, 1.000000, elim, 1, 12, 1, 7807.452869
orig, 1, 1, 1.000000, move, 1, 12, 1, 4969.460653
inc, 1, 1, 1.000000, move, 1, 12, 1, 5059.659672
orig, 1, 1, 0.000000, id, 1, 14, -1, 954.326447
inc, 1, 1, 0.000000, id, 1, 14, -1, 5470724.695802
einc, 1, 1, 0.000000, id, 1, 14, -1, 302716.609371
orig, 1, 1, 0.000000, add, 1, 14, 1, 1053.364500
inc, 1, 1, 0.000000, add, 1, 14, 1, 13526.230037
orig, 1, 1, 0.000000, elim, 1, 14, 1, 2300.696211
inc, 1, 1, 0.000000, elim, 1, 14, 1, 1578.412091
orig, 1, 1, 0.000000, move, 1, 14, 1, 1008.916172
inc, 1, 1, 0.000000, move, 1, 14, 1, 1077.598560
orig, 1, 1, 0.500000, id, 1, 14, -1, 1019.809855
inc, 1, 1, 0.500000, id, 1, 14, -1, 5790266.265672
einc, 1, 1, 0.500000, id, 1, 14, -1, 304914.580850
orig, 1, 1, 0.500000, add, 1, 14, 1, 1074.826805
inc, 1, 1, 0.500000, add, 1, 14, 1, 13398.774120
orig, 1, 1, 0.500000, elim, 1, 14, 1, 2299.913590
inc, 1, 1, 0.500000, elim, 1, 14, 1, 1579.507237
orig, 1, 1, 0.500000, move, 1, 14, 1, 1019.298917
inc, 1, 1, 0.500000, move, 1, 14, 1, 1081.635303
orig, 1, 1, 0.750000, id, 1, 14, -1, 1009.637970
inc, 1, 1, 0.750000, id, 1, 14, -1, 5814583.161009
einc, 1, 1, 0.750000, id, 1, 14, -1, 305864.835957
orig, 1, 1, 0.750000, add, 1, 14, 1, 1061.367316
inc, 1, 1, 0.750000, add, 1, 14, 1, 13453.431427
orig, 1, 1, 0.750000, elim, 1, 14, 1, 2283.525884
inc, 1, 1, 0.750000, elim, 1, 14, 1, 1580.887365
orig, 1, 1, 0.750000, move, 1, 14, 1, 1022.226907
inc, 1, 1, 0.750000, move, 1, 14, 1, 1074.111768
orig, 1, 1, 0.900000, id, 1, 14, -1, 1027.315302
inc, 1, 1, 0.900000, id, 1, 14, -1, 5817569.118455
einc, 1, 1, 0.900000, id, 1, 14, -1, 306033.545351
orig, 1, 1, 0.900000, add, 1, 14, 1, 1086.066662
inc, 1, 1, 0.900000, add, 1, 14, 1, 13548.964007
orig, 1, 1, 0.900000, elim, 1, 14, 1, 2314.079717
inc, 1, 1, 0.900000, elim, 1, 14, 1, 1569.193620
orig, 1, 1, 0.900000, move, 1, 14, 1, 1025.526764
inc, 1, 1, 0.900000, move, 1, 14, 1, 1077.252441
orig, 1, 1, 1.000000, id, 1, 14, -1, 1021.122508
inc, 1, 1, 1.000000, id, 1, 14, -1, 5786654.760321
einc, 1, 1, 1.000000, id, 1, 14, -1, 306739.439002
orig, 1, 1, 1.000000, add, 1, 14, 1, 1085.594539
inc, 1, 1, 1.000000, add, 1, 14, 1, 13543.356663
orig, 1, 1, 1.000000, elim, 1, 14, 1, 2299.615605
inc, 1, 1, 1.000000, elim, 1, 14, 1, 1585.683326
orig, 1, 1, 1.000000, move, 1, 14, 1, 1032.107300
inc, 1, 1, 1.000000, move, 1, 14, 1, 1076.982563
orig, 1, 1, 0.000000, id, 1, 16, -1, 138.725383
inc, 1, 1, 0.000000, id, 1, 16, -1, 5792809.900557
einc, 1, 1, 0.000000, id, 1, 16, -1, 259724.079720
orig, 1, 1, 0.000000, add, 1, 16, 1, 144.003134
inc, 1, 1, 0.000000, add, 1, 16, 1, 3134.071393
orig, 1, 1, 0.000000, elim, 1, 16, 1, 389.963116
inc, 1, 1, 0.000000, elim, 1, 16, 1, 355.115003
orig, 1, 1, 0.000000, move, 1, 16, 1, 139.226492
inc, 1, 1, 0.000000, move, 1, 16, 1, 233.853893
orig, 1, 1, 0.500000, id, 1, 16, -1, 138.436850
inc, 1, 1, 0.500000, id, 1, 16, -1, 5808532.850515
einc, 1, 1, 0.500000, id, 1, 16, -1, 258674.425222
orig, 1, 1, 0.500000, add, 1, 16, 1, 146.620821
inc, 1, 1, 0.500000, add, 1, 16, 1, 3130.819934
orig, 1, 1, 0.500000, elim, 1, 16, 1, 381.505879
