name, repeat, time, slow_prob, transf, fvc, depth, inv_depth, rate
orig, 3, 2, 0.000000, id, 1, 8, -1, 77684.298428
orig, 3, 2, 0.000000, id, 1, 8, -1, 82641.791306
orig, 3, 2, 0.000000, id, 1, 8, -1, 81818.109868
inc, 3, 2, 0.000000, id, 1, 8, -1, 7386483.541235
inc, 3, 2, 0.000000, id, 1, 8, -1, 7117548.730666
inc, 3, 2, 0.000000, id, 1, 8, -1, 7118722.888440
einc, 3, 2, 0.000000, id, 1, 8, -1, 775202.826630
einc, 3, 2, 0.000000, id, 1, 8, -1, 734144.003597
einc, 3, 2, 0.000000, id, 1, 8, -1, 686285.154452
orig, 3, 2, 0.000000, add, 1, 8, 1, 81183.587750
orig, 3, 2, 0.000000, add, 1, 8, 1, 80213.602620
orig, 3, 2, 0.000000, add, 1, 8, 1, 80091.308027
inc, 3, 2, 0.000000, add, 1, 8, 1, 775440.302655
inc, 3, 2, 0.000000, add, 1, 8, 1, 756514.504305
inc, 3, 2, 0.000000, add, 1, 8, 1, 777842.693738
orig, 3, 2, 0.000000, id, 1, 10, -1, 19330.927231
orig, 3, 2, 0.000000, id, 1, 10, -1, 19346.086408
orig, 3, 2, 0.000000, id, 1, 10, -1, 19242.176137
inc, 3, 2, 0.000000, id, 1, 10, -1, 9096116.344422
inc, 3, 2, 0.000000, id, 1, 10, -1, 9069201.167067
inc, 3, 2, 0.000000, id, 1, 10, -1, 9044367.252895
einc, 3, 2, 0.000000, id, 1, 10, -1, 617389.902656
einc, 3, 2, 0.000000, id, 1, 10, -1, 615368.670770
einc, 3, 2, 0.000000, id, 1, 10, -1, 612705.586807
orig, 3, 2, 0.000000, add, 1, 10, 1, 19902.087126
orig, 3, 2, 0.000000, add, 1, 10, 1, 19955.303764
orig, 3, 2, 0.000000, add, 1, 10, 1, 19480.282914
inc, 3, 2, 0.000000, add, 1, 10, 1, 503179.782955
inc, 3, 2, 0.000000, add, 1, 10, 1, 508689.589563
inc, 3, 2, 0.000000, add, 1, 10, 1, 558662.324586
orig, 3, 2, 0.000000, id, 1, 12, -1, 4304.179128
orig, 3, 2, 0.000000, id, 1, 12, -1, 4438.935186
orig, 3, 2, 0.000000, id, 1, 12, -1, 4150.857647
inc, 3, 2, 0.000000, id, 1, 12, -1, 7545884.562925
inc, 3, 2, 0.000000, id, 1, 12, -1, 8399784.225898
inc, 3, 2, 0.000000, id, 1, 12, -1, 7967514.312970
einc, 3, 2, 0.000000, id, 1, 12, -1, 485688.131948
einc, 3, 2, 0.000000, id, 1, 12, -1, 484883.706203
einc, 3, 2, 0.000000, id, 1, 12, -1, 465654.872078
orig, 3, 2, 0.000000, add, 1, 12, 1, 4379.168188
orig, 3, 2, 0.000000, add, 1, 12, 1, 4425.173858
orig, 3, 2, 0.000000, add, 1, 12, 1, 4427.013669
inc, 3, 2, 0.000000, add, 1, 12, 1, 395281.913623
inc, 3, 2, 0.000000, add, 1, 12, 1, 382455.387358
inc, 3, 2, 0.000000, add, 1, 12, 1, 431337.503724
orig, 3, 2, 0.000000, id, 1, 14, -1, 853.778138
orig, 3, 2, 0.000000, id, 1, 14, -1, 857.548618
orig, 3, 2, 0.000000, id, 1, 14, -1, 853.412171
inc, 3, 2, 0.000000, id, 1, 14, -1, 7725223.152446
inc, 3, 2, 0.000000, id, 1, 14, -1, 7722761.219511
inc, 3, 2, 0.000000, id, 1, 14, -1, 7722416.967083
einc, 3, 2, 0.000000, id, 1, 14, -1, 399051.857847
einc, 3, 2, 0.000000, id, 1, 14, -1, 398197.527143
einc, 3, 2, 0.000000, id, 1, 14, -1, 400010.578555
orig, 3, 2, 0.000000, add, 1, 14, 1, 857.389192
orig, 3, 2, 0.000000, add, 1, 14, 1, 856.488474
orig, 3, 2, 0.000000, add, 1, 14, 1, 860.068902
inc, 3, 2, 0.000000, add, 1, 14, 1, 261773.023485
inc, 3, 2, 0.000000, add, 1, 14, 1, 239556.668261
inc, 3, 2, 0.000000, add, 1, 14, 1, 249604.314438
orig, 3, 2, 0.000000, id, 1, 16, -1, 133.222801
orig, 3, 2, 0.000000, id, 1, 16, -1, 133.000659
orig, 3, 2, 0.000000, id, 1, 16, -1, 130.924507
inc, 3, 2, 0.000000, id, 1, 16, -1, 7576118.113159
inc, 3, 2, 0.000000, id, 1, 16, -1, 7665362.858324
inc, 3, 2, 0.000000, id, 1, 16, -1, 7571506.702935
einc, 3, 2, 0.000000, id, 1, 16, -1, 334887.253743
einc, 3, 2, 0.000000, id, 1, 16, -1, 336264.621853
einc, 3, 2, 0.000000, id, 1, 16, -1, 334901.664613
orig, 3, 2, 0.000000, add, 1, 16, 1, 133.521491
orig, 3, 2, 0.000000, add, 1, 16, 1, 132.728701
orig, 3, 2, 0.000000, add, 1, 16, 1, 132.229717
inc, 3, 2, 0.000000, add, 1, 16, 1, 180310.148422
inc, 3, 2, 0.000000, add, 1, 16, 1, 542328.373141
inc, 3, 2, 0.000000, add, 1, 16, 1, 224948.132780
orig, 3, 2, 0.000000, id, 2048, 12, -1, 3872.652983
orig, 3, 2, 0.000000, id, 2048, 12, -1, 3860.028119
orig, 3, 2, 0.000000, id, 2048, 12, -1, 3891.646542
inc, 3, 2, 0.000000, id, 2048, 12, -1, 7810.438796
inc, 3, 2, 0.000000, id, 2048, 12, -1, 7868.747566
inc, 3, 2, 0.000000, id, 2048, 12, -1, 7858.969054
einc, 3, 2, 0.000000, id, 2048, 12, -1, 1378.159509
einc, 3, 2, 0.000000, id, 2048, 12, -1, 1373.703653
einc, 3, 2, 0.000000, id, 2048, 12, -1, 1376.500277
orig, 3, 2, 0.000000, add, 2048, 12, 1, 3881.674681
orig, 3, 2, 0.000000, add, 2048, 12, 1, 3878.007932
orig, 3, 2, 0.000000, add, 2048, 12, 1, 3885.414135
inc, 3, 2, 0.000000, add, 2048, 12, 1, 2441.716636
inc, 3, 2, 0.000000, add, 2048, 12, 1, 2447.719505
inc, 3, 2, 0.000000, add, 2048, 12, 1, 2440.850672
orig, 3, 2, 0.000000, id, 2048, 14, -1, 750.889858
orig, 3, 2, 0.000000, id, 2048, 14, -1, 751.587997
orig, 3, 2, 0.000000, id, 2048, 14, -1, 749.958713
inc, 3, 2, 0.000000, id, 2048, 14, -1, 8061.680987
inc, 3, 2, 0.000000, id, 2048, 14, -1, 8150.264832
inc, 3, 2, 0.000000, id, 2048, 14, -1, 8152.465860
einc, 3, 2, 0.000000, id, 2048, 14, -1, 818.403461
einc, 3, 2, 0.000000, id, 2048, 14, -1, 822.564391
einc, 3, 2, 0.000000, id, 2048, 14, -1, 827.907864
